wrench_fy.txt,wrench_fz.txt,proportionalf_3.txt,wrench_mz.txt,integralf_3.txt,wrench_fx.txt,integralf_4.txt,integralf_2.txt,proportionalf_4.txt,wrench_mx.txt,integralf_1.txt,proportionalf_5.txt,proportionalf_1.txt,wrench_my.txt,integralf_5.txt,proportionalf_2.txt,error_vel_4.txt,posd2.txt,posa2.txt,accd1.txt,vela2.txt,vela5.txt,error_vel_1.txt,error_vel_2.txt,veld2.txt,error_pos_5.txt,veld5.txt,posa1.txt,accd4.txt,vela3.txt,posd1.txt,posd4.txt,error_pos_2.txt,accd5.txt,trq5.txt,trq4.txt,trq1.txt,accd3.txt,vela4.txt,error_pos_1.txt,trq3.txt,accd2.txt,error_pos_4.txt,posd3.txt,vela1.txt,posa4.txt,veld4.txt,posa5.txt,error_vel_3.txt,trq2.txt,posa3.txt,error_pos_3.txt,veld1.txt,posd5.txt,error_vel_5.txt,veld3.txt,estimated_trqs_3.txt,estimated_trqs_2.txt,estimated_trqs_1.txt,estimated_trqs_4.txt,estimated_trqs_5.txt
,,,,,,,,,,,,,,,,0.0271993,0.00155277,0.000312145,0.288391,0.00201384,0.00147493,0.0386238,0.0160106,0.0180244,-0.000241392,0.00284781,2.01384e-05,0.269165,0.0,0.00332737,0.00310555,0.00124063,0.0212636,-0.605346,0.090525,0.10452,-0.326843,0.00884956,0.00330723,-1.7286,0.134583,0.00228696,-0.00377102,-0.0,0.000818584,0.0360489,0.00050885,-0.0437737,0.778674,-0.011404,0.00763296,0.0386238,0.000267457,0.00137288,-0.0437737,-1.70807,1.21991,0.0279786,0.469068,-0.00218075
,,,,,,,,,,,,,,,,0.0240335,0.00173982,0.000352422,0.297418,0.00268512,0.00147493,0.0408817,0.0167063,0.0193914,-0.000233964,0.00306378,2.01384e-05,0.27759,-0.0010472,0.00372818,0.00347963,0.00138739,0.0219292,-0.584472,0.119493,0.135876,-0.337073,0.0147493,0.00370804,-1.74535,0.138795,0.00250618,-0.00422527,0.00067128,0.000973451,0.0387828,0.000530973,-0.0460462,0.794352,-0.0113883,0.007163,0.041553,0.00029701,0.00158886,-0.0470934,-1.34253,1.72813,-0.00358127,0.767267,-0.00339832
,,,,,,,,,,,,,,,,0.0150514,0.00194074,0.000412837,0.306261,0.00604152,0.00147493,0.0445716,0.0147585,0.0208001,-0.000224342,0.00328635,3.02076e-05,0.285843,0.0010472,0.00415873,0.00388148,0.0015279,0.0225812,-0.584472,0.133977,0.18291,-0.347095,0.0265487,0.00412852,-1.7487,0.142922,0.00264254,-0.00471322,-0.0,0.00123894,0.0416001,0.000553097,-0.0515616,0.820482,-0.0113883,0.00667505,0.0445716,0.000328755,0.00181142,-0.0505144,-1.34756,1.88911,0.0502717,0.862673,-0.00344239
,,,,,,,,,,,,,,,,0.000251321,0.00215595,0.000523599,0.314921,0.0100692,0.00147493,0.0470063,0.0121803,0.0222496,-0.000212463,0.00351536,5.0346e-05,0.293926,0.0,0.0046199,0.00431191,0.00163236,0.0232197,-0.570556,0.152082,0.2613,-0.356911,0.0442478,0.00456956,-1.7487,0.146963,0.00256412,-0.00523589,0.00067128,0.00174779,0.0444991,0.000575221,-0.0540346,0.815256,-0.011404,0.00616809,0.0476776,0.000362758,0.00204044,-0.0540346,-1.16856,2.25893,0.0452767,1.05573,-0.00422187
,,,,,,,,,,,,,,,,-0.0188936,0.00238586,0.000704845,0.3234,0.016782,0.00147493,0.0501981,0.00695703,0.023739,-0.000198262,0.0037507,6.04152e-05,0.30184,-0.0010472,0.00511257,0.00477173,0.00168102,0.0238449,-0.55664,0.170187,0.308334,-0.36652,0.0663717,0.00505215,-1.77885,0.15092,0.00236022,-0.00579424,0.00067128,0.0024115,0.0474781,0.000597345,-0.0566048,0.799578,-0.011404,0.00560974,0.0508694,0.000399083,0.00227577,-0.057652,-1.11148,2.47561,0.17889,1.0323,-0.00381128
,,,,,,,,,,,,,,,,-0.0291107,0.00263087,0.000976713,0.331699,0.0281938,0.00147493,0.0514599,-0.0029261,0.0252677,-0.000181676,0.00399222,9.06229e-05,0.309586,0.0,0.00563757,0.00526173,0.00165415,0.0244568,-0.549682,0.195534,0.344916,-0.375926,0.079646,0.00554695,-1.80565,0.154793,0.00209801,-0.00638924,0.00268512,0.00316372,0.0505354,0.000619469,-0.0613644,0.726414,-0.011404,0.00501474,0.054145,0.000437793,0.00251729,-0.0613644,-1.93368,0.640479,-0.0382889,0.19721,-0.00138563
,,,,,,,,,,,,,,,,-0.0259768,0.00289135,0.00122844,0.339819,0.0241661,0.00147493,0.0548176,0.00266852,0.0268346,-0.000162645,0.00423979,0.00012083,0.317164,0.0,0.00619574,0.00578269,0.0016629,0.0250555,-0.518371,0.199155,0.402402,-0.385128,0.079646,0.00607491,-1.8157,0.158582,0.00180039,-0.00702184,0.00268512,0.0039823,0.0536692,0.000641593,-0.0651698,0.710736,-0.011404,0.00438214,0.0575028,0.000478948,0.00276486,-0.0651698,-2.04399,0.594949,-0.00556054,0.0657871,-0.00103993
,,,,,,,,,,,,,,,,-0.0139184,0.00316768,0.00144997,0.34776,0.0228235,0.00147493,0.0582557,0.0056155,0.028439,-0.000141109,0.00449328,0.000171177,0.324576,0.0,0.00678789,0.00633537,0.00171772,0.025641,-0.514892,0.228123,0.423306,-0.394128,0.0707965,0.00661671,-1.83915,0.162288,0.00168935,-0.00769294,0.00268512,0.00464602,0.0568781,0.000663717,-0.0690662,0.695058,-0.011404,0.00371104,0.0609408,0.000522608,0.00301836,-0.0690662,-2.03593,0.7683,0.110627,0.0620249,-0.000673991
,,,,,,,,,,,,,,,,0.00263809,0.00346025,0.0017017,0.355524,0.0248374,0.00147493,0.0597584,0.00524273,0.0300801,-0.000117008,0.00475257,0.000261799,0.331822,0.0,0.00741482,0.0069205,0.00175855,0.0262135,-0.500976,0.242607,0.47034,-0.402927,0.0575221,0.00715302,-1.8626,0.165911,0.00169926,-0.00840346,0.00469896,0.00522124,0.0601602,0.000685841,-0.0730517,0.632346,-0.011404,0.00300052,0.0644574,0.000568833,0.00327764,-0.0730517,-1.91787,0.648252,0.389509,0.208401,0.0010338
,,,,,,,,,,,,,,,,0.00156708,0.0037694,0.00188294,0.363112,0.0181246,0.00147493,0.05194,0.0136324,0.031757,-9.02862e-05,0.00501751,0.000422907,0.338905,0.0,0.00807729,0.00753881,0.00188646,0.0267729,-0.497497,0.246228,0.486018,-0.411527,0.0619469,0.00765439,-1.88605,0.169452,0.00167598,-0.00915427,0.0161107,0.00586283,0.063514,0.000707965,-0.0771241,0.590538,-0.011404,0.00224971,0.0680507,0.000617678,0.00354258,-0.0771241,-2.12121,0.178886,0.226688,-0.00383154,0.00104695
,,,,,,,,,,,,,,,,0.00499086,0.0040955,0.00195343,0.370525,0.00805537,0.00147493,0.0475529,0.0254135,0.0334689,-6.08872e-05,0.00528798,0.000674637,0.345823,0.0,0.00877608,0.00819101,0.00214208,0.0273195,-0.494018,0.25347,0.459888,-0.419928,0.0619469,0.00810144,-1.90615,0.172912,0.00170871,-0.00994623,0.0241661,0.0064823,0.0669378,0.000730088,-0.0812816,0.762996,-0.011404,0.00145776,0.071719,0.000669201,0.00381306,-0.0812816,-2.26972,0.0819491,-0.0940429,-0.171269,-0.000511904
,,,,,,,,,,,,,,,,0.0217573,0.0044389,0.00198363,0.377764,0.00268512,0.00147493,0.0526371,0.0325298,0.035215,-2.87564e-05,0.00556386,0.000896159,0.352579,0.0,0.00951192,0.00887779,0.00245526,0.0278532,-0.480102,0.249849,0.47034,-0.428132,0.0486726,0.00861576,-1.9162,0.17629,0.00193089,-0.0107802,0.0228235,0.0069469,0.0704299,0.000752212,-0.085522,0.872742,-0.011404,0.000623806,0.0754606,0.000723456,0.00408893,-0.085522,-1.97367,0.754815,0.00600108,0.141377,-0.00128834
,,,,,,,,,,,,,,,,0.0326909,0.00479991,0.00201384,0.38483,0.00268512,0.00147493,0.0564502,0.0343093,0.0369944,6.15966e-06,0.005845,0.0010472,0.359174,0.0,0.0102855,0.00959983,0.00278607,0.0283742,-0.466186,0.249849,0.642798,-0.43614,0.0412979,0.00923833,-1.9631,0.179587,0.00223257,-0.0116569,0.0228235,0.00736726,0.0739888,0.000774336,-0.0898436,0.961584,-0.011404,-0.000252955,0.0792737,0.000780496,0.00437008,-0.0898436,-1.85085,0.94883,-0.299606,0.283377,-0.00345236
,,,,,,,,,,,,,,,,0.0407397,0.00517889,0.00207426,0.391724,0.00469896,0.00147493,0.0683885,0.0341075,0.0388064,4.3913e-05,0.0061313,0.00122844,0.365609,0.0,0.0110976,0.0103578,0.00310464,0.0288825,-0.45227,0.246228,0.695058,-0.443953,0.0368732,0.00986918,-1.99325,0.182804,0.00261442,-0.0125773,0.0147682,0.00774336,0.0776129,0.00079646,-0.0942442,0.961584,-0.011404,-0.00117333,0.0831566,0.000840373,0.00465637,-0.0942442,-1.93988,1.19954,0.687335,0.139945,0.00183879
,,,,,,,,,,,,,,,,0.0591766,0.00557615,0.00217495,0.398447,0.0107405,0.00147493,0.0569,0.0299097,0.0406502,8.45546e-05,0.00642261,0.00154059,0.371884,0.0,0.0119489,0.0111523,0.0034012,0.0293782,-0.45227,0.242607,0.721188,-0.451573,0.0221239,0.0104083,-2.01,0.185942,0.00316557,-0.0135421,0.0302076,0.00798672,0.0813005,0.000818584,-0.098722,0.956358,-0.011404,-0.0021381,0.0871076,0.000903139,0.00494769,-0.098722,-1.78996,1.45394,0.106665,0.315987,-0.00202314
,,,,,,,,,,,,,,,,0.0762004,0.005992,0.00239647,0.405,0.0208097,0.00147493,0.0609174,0.0217153,0.042525,0.000128134,0.00671882,0.00187287,0.378,0.0,0.01284,0.011984,0.00359553,0.0298614,-0.445312,0.242607,0.721188,-0.459,0.00884956,0.0109671,-2.04015,0.189,0.0039309,-0.014552,0.0302076,0.0080531,0.08505,0.000840708,-0.103275,0.846612,-0.011404,-0.00314802,0.091125,0.000968842,0.00524389,-0.103275,-1.81186,1.03102,0.188014,0.316109,-0.000826748
,,,,,,,,,,,,,,,,0.0800104,0.00642675,0.00269855,0.411385,0.0208097,0.00147493,0.0603005,0.0236203,0.04443,0.000174699,0.0070198,0.00223536,0.383959,0.0,0.0137716,0.0128535,0.0037282,0.0303322,-0.424438,0.246228,0.747318,-0.466236,0.00884956,0.0115362,-2.077,0.191979,0.00475616,-0.0156078,0.0349066,0.00809734,0.0888599,0.000862832,-0.107901,0.658476,-0.011404,-0.00420384,0.0952071,0.00103753,0.00554487,-0.107901,-1.6592,1.57421,0.160902,0.465686,-0.00201066
,,,,,,,,,,,,,,,,0.0883039,0.0068807,0.00300062,0.417601,0.0288651,0.00147493,0.0624317,0.0174993,0.0463643,0.000224298,0.00732542,0.0026482,0.389761,0.0,0.0147444,0.0137614,0.00388007,0.0307906,-0.424438,0.249849,0.689832,-0.473282,0.00442478,0.0120961,-2.0904,0.194881,0.00559768,-0.0167103,0.0369204,0.00816372,0.0927287,0.000884956,-0.112599,0.7839,-0.011404,-0.00530628,0.0993521,0.00110925,0.0058505,-0.112599,-1.78013,1.08187,0.213664,0.350949,-0.000788653
,,,,,,,,,,,,,,,,0.0907549,0.00735413,0.00334298,0.423652,0.0288651,0.00147493,0.0612679,0.0194623,0.0483273,0.000276975,0.00763557,0.00306104,0.395408,0.0,0.0157589,0.0147083,0.00401116,0.0312366,-0.420959,0.25347,0.742092,-0.480139,0.0058997,0.0126978,-2.1239,0.197704,0.00645605,-0.01786,0.0422907,0.00825221,0.0966546,0.00090708,-0.117366,0.789126,-0.0114197,-0.00644035,0.103559,0.00118405,0.00616064,-0.117366,-1.61025,1.37966,0.194773,0.537566,-0.00152255
,,,,,,,,,,,,,,,,0.087362,0.00784734,0.00368533,0.429536,0.0302076,0.00147493,0.060835,0.0201105,0.0503182,0.000310652,0.00795012,0.00357457,0.4009,0.0,0.0168157,0.0156947,0.00416201,0.0316705,-0.400085,0.260712,0.73164,-0.486808,0.0132743,0.0132412,-2.16075,0.20045,0.00728759,-0.0190578,0.0469896,0.00840708,0.100636,0.000951327,-0.122201,0.96681,-0.0114197,-0.00763813,0.107825,0.00126198,0.00647519,-0.122201,-1.9344,0.412426,0.057905,0.211691,-0.000437896
